personId,season,salaryInDollars
1629610,2022,799403
1628408,2022,784654
203469,2022,743922
203086,2022,713558
203917,2022,702311
1630237,2022,694878
203487,2022,652829
201571,2022,633938
1630613,2022,628802
1630637,2022,612162
1629752,2022,576230
1630238,2022,555217
1629677,2022,538317
1631211,2022,520589
1631220,2022,511816
1631306,2022,508891
1631246,2022,508891
1630604,2022,508891
1630284,2022,508891
1630695,2022,508891
1630235,2022,508891
1631120,2022,508891
1629662,2022,508891
1630792,2022,508891
1629603,2022,508891
1630600,2022,508891
1631221,2022,508891
1631298,2022,508891
1631205,2022,508891
1630620,2022,508891
1631309,2022,508891
1631112,2022,508891
1631217,2022,508891
1631288,2022,508891
1631260,2022,508891
1630568,2022,508891
1631165,2022,508891
1629674,2022,508891
1631230,2022,508891
1630577,2022,508891
1631199,2022,508891
1630548,2022,508891
1631320,2022,500000
1630267,2022,464299
1631115,2022,386055
1630696,2022,374357
1630639,2022,371432
1631197,2022,307089
1629663,2022,307089
1629712,2022,268032
1629633,2022,260295
1630846,2022,257371
1631214,2022,254446
1628391,2022,250000
1631495,2022,239822
1631245,2022,219630
1629735,2022,211045
1628416,2022,201802
1630296,2022,201802
1631160,2022,193027
1628993,2022,192293
1628961,2022,172555
1629653,2022,169630
1630644,2022,160856
1626161,2022,155738
1630268,2022,152082
1641645,2022,140384
1630811,2022,140384
1627885,2022,134862
1630624,2022,131610
1631311,2022,129405
1627786,2022,122741
1629875,2022,116986
1631123,2022,116986
1630643,2022,116986
1630219,2022,116574
1628402,2022,113114
1629126,2022,105522
1629714,2022,105522
1630270,2022,102910
1631171,2022,102363
1629623,2022,99438
1630648,2022,96514
1627743,2022,92857
1630649,2022,58493
1630569,2022,50000
1629717,2022,50000
1630206,2022,49719
1631303,2022,35096
1628424,2022,32795
1628221,2022,32171
1630641,2022,18226
202684,2022,16700
1630564,2022,5849
1631367,2022,5849
201939,2023,51915615
2544,2023,46698737
201142,2023,47649433
203078,2023,46741590
202331,2023,45640084
202695,2023,45640084
203507,2023,45640084
203081,2023,45640084
202691,2023,43219440
203497,2023,41000000
203114,2023,40396552
203076,2023,40600080
202710,2023,45183960
202699,2023,39270150
1629027,2023,40064220
203897,2023,40064220
1629029,2023,40064220
1627732,2023,37893408
1627783,2023,37893408
1626167,2023,20975000
201950,2023,36861707
1626157,2023,36016200
1626164,2023,36016200
204001,2023,36016200
203954,2023,46900000
203952,2023,24330357
203468,2023,35802469
203999,2023,46550000
201935,2023,35640000
1627750,2023,33833400
1627742,2023,33833400
1628983,2023,33386850
1628378,2023,33162030
1629028,2023,32459438
1628369,2023,32600060
1628389,2023,32600060
1628368,2023,32600060
202330,2023,31500000
1627759,2023,31830357
1628991,2023,27102202
101108,2023,30800000
200768,2023,29682540
1628973,2023,26346666
201942,2023,28600000
201143,2023,10000000
203110,2023,27586224
203944,2023,25660800
1628381,2023,25340000
201144,2023,24360000
1627763,2023,22500000
1629014,2023,24107143
1626179,2023,23205221
1627832,2023,22824074
1627741,2023,19279841
1627734,2023,22000000
1628969,2023,21700000
1628386,2023,20000000
201587,2023,11710818
203932,2023,21266182
203501,2023,17897728
201569,2023,20917902
202711,2023,20000000
1628366,2023,20465117
203915,2023,20357143
201568,2023,6802950
203925,2023,19928571
203991,2023,20616000
203095,2023,18857143
43306,2023,18700000
203500,2023,12600000
1628371,2023,17400000
1628384,2023,18642857
1629018,2023,18560000
203935,2023,18583713
1628401,2023,18357143
1627749,2023,18214000
1629011,2023,15681818
1629130,2023,18154000
1626181,2023,18000000
1629012,2023,17325000
1628365,2023,17000000
1628374,2023,17259999
202722,2023,17000000
203994,2023,16875000
1627736,2023,16524106
1629652,2023,15277778
1626145,2023,14000000
202685,2023,15435000
201565,2023,15596339
1628989,2023,15669643
203484,2023,14704938
203926,2023,13750000
1628379,2023,14763636
1629627,2023,33500000
203903,2023,14260000
203914,2023,13000000
1628398,2023,13000000
1628404,2023,12960000
1627827,2023,13932008
203482,2023,12195122
1628449,2023,11750000
203496,2023,11692308
1629630,2023,33500000
1626158,2023,12046020
1631094,2023,11608080
1629628,2023,23883929
1626171,2023,11710818
1630162,2023,13534817
1630595,2023,11055360
200782,2023,11014500
1628964,2023,10300000
1629659,2023,11020000
1627826,2023,10933333
203493,2023,10489600
202692,2023,10489600
1631096,2023,10386000
1629631,2023,20089286
1626204,2023,10375000
1630164,2023,12119440
1629013,2023,10250000
1628370,2023,9945830
1630224,2023,9891480
1626220,2023,9500000
1628420,2023,9800926
1627936,2023,9460000
1628467,2023,11000000
1628960,2023,8925000
1629636,2023,33500000
2074,2023,9326520
1628392,2023,9245121
203937,2023,9219512
203506,2023,9450000
1628464,2023,9108386
1630163,2023,10900635
1630596,2023,8882640
1627780,2023,8715000
203473,2023,2748674
1629001,2023,8000000
204456,2023,8700000
1631099,2023,8409000
1626172,2023,8500000
201152,2023,8000000
1626153,2023,8195122
1630172,2023,9835881
1630567,2023,8008680
1626224,2023,6718842
1629632,2023,9942113
1628380,2023,7700000
1627752,2023,7650000
1631093,2023,7614480
1630256,2023,6500000
1630171,2023,8920794
1628998,2023,7560000
1630591,2023,7252080
1629637,2023,9170460
203920,2023,6985000
1631097,2023,6916080
1628971,2023,6802950
1628997,2023,6802950
1630168,2023,8109063
1630581,2023,6587040
1629060,2023,8486619
200752,2023,6479000
1628975,2023,2239943
1631101,2023,6313800
1626166,2023,6500000
1629629,2023,8109966
1629661,2023,8060533
201937,2023,6146342
1630165,2023,7413955
1629023,2023,7992407
1630228,2023,6012840
1626192,2023,9423869
1629639,2023,27000000
1629641,2023,7837251
1630700,2023,5784120
201580,2023,5734280
1630167,2023,6803012
1630532,2023,5508720
202066,2023,5401000
1631110,2023,5316960
1628021,2023,5394000
1629638,2023,7073602
1627788,2023,5370370
1630166,2023,6263188
1630558,2023,5063640
76526,2023,5050800
1629660,2023,1761752
1630188,2023,5043773
1630533,2023,4810200
1631172,2023,4798440
1628978,2023,4725000
1630170,2023,5887899
1629680,2023,6275861
1629020,2023,4698000
1630547,2023,4570080
1629634,2023,12500000
1631114,2023,4558680
1629684,2023,6235494
1629647,2023,6205035
1630169,2023,5808435
1629642,2023,6250000
1631105,2023,4330680
1629685,2023,5959021
1630537,2023,4124400
1630534,2023,4114200
1629673,2023,27955357
1629640,2023,20000000
1630174,2023,5634257
1630541,2023,3918480
1631109,2023,3908160
1630175,2023,5539771
1630557,2023,3722040
1631100,2023,3712920
203488,2023,3500000
1630191,2023,5266713
1629643,2023,5266712
1629599,2023,3666667
1630578,2023,3536280
1631106,2023,3527160
1630197,2023,5009633
77876,2023,15860000
1631323,2023,3044872
203083,2023,3360000
1631207,2023,3350760
1630182,2023,4765339
1631222,2023,3199920
1630544,2023,3191400
1630180,2023,4556983
1631103,2023,3071880
1630580,2023,1927896
1630539,2023,3047880
1630181,2023,1927896
203094,2023,2844429
1630173,2023,4379526
1631128,2023,2949120
1629670,2023,3000000
1630552,2023,2925360
1630178,2023,4343920
1628981,2023,2581522
1631117,2023,2831160
1630553,2023,2808720
1629646,2023,2600000
1630192,2023,4306281
1631223,2023,2718240
1630543,2023,2696280
1630699,2023,2609400
1630586,2023,2588400
1626149,2023,2760026
1626195,2023,2559942
1630177,2023,1761752
1631104,2023,2504640
1630528,2023,2485200
1629676,2023,2066585
1630322,2023,1927896
1630193,2023,4171548
1629723,2023,2400000
1627745,2023,2586665
1629656,2023,2385720
1630240,2023,1761752
1629614,2023,2131905
1631107,2023,2352000
1630202,2023,4037277
1628427,2023,2234359
1630538,2023,2306400
1629626,2023,2200000
1631212,2023,2303520
1630183,2023,3901399
1629162,2023,2320000
1630201,2023,3873024
1630560,2023,2240160
1628436,2023,2413304
1630217,2023,3845083
1630531,2023,2226240
1630549,2023,2210040
1629026,2023,6175000
1629726,2023,2000000
1631119,2023,2000000
1631216,2023,2000000
1630526,2023,1900000
1628410,2023,2239943
1629655,2023,12402000
1629611,2023,10576923
1629731,2023,5709877
1630198,2023,1997238
1630264,2023,1997238
1630233,2023,1997238
1630208,2023,5000000
1630205,2023,1930681
1630214,2023,1930681
1630230,2023,1930681
1629312,2023,1902137
1630579,2023,1927896
1630573,2023,1927896
1630556,2023,1927896
1630225,2023,1836096
1630249,2023,1836096
1630550,2023,1836096
1630250,2023,1836096
1630554,2023,1836096
1630598,2023,1836096
1630570,2023,1836096
1630587,2023,1836096
1630227,2023,1836096
1630631,2023,1836096
1630540,2023,1836096
1631132,2023,1719864
1631121,2023,1719864
202339,2023,1300000
1630692,2023,1927896
1631113,2023,1719864
1630241,2023,1997238
1631213,2023,1719864
1630702,2023,1719864
1631157,2023,1719864
1631108,2023,1719864
1631169,2023,1719864
1631133,2023,1719864
1630647,2023,1927896
1627739,2023,2586484
1629678,2023,1997238
1630551,2023,1927896
1630346,2023,1761752
1629610,2023,2066585
1628408,2023,2413304
203917,2023,702311
1630237,2023,1761752
203487,2023,3051144
1630637,2023,1927896
1629752,2023,576230
1630238,2023,555217
1629677,2023,2066585
1631220,2023,547349
1631306,2023,547349
1631246,2023,547349
1630604,2023,547349
1630284,2023,547349
1630695,2023,547349
1630235,2023,1761752
1631120,2023,1761752
1629662,2023,1761752
1629603,2023,1761752
1630600,2023,1761752
1631221,2023,1761752
1631298,2023,1761752
1631205,2023,1761752
1630620,2023,1761752
1631309,2023,1761752
1631112,2023,1761752
1631217,2023,1761752
1631288,2023,1761752
1631260,2023,1761752
1630568,2023,1761752
1631165,2023,1761752
1629674,2023,1761752
1631230,2023,1761752
1630577,2023,1761752
1631199,2023,1761752
1630548,2023,1761752
1631115,2023,1761752
1630639,2023,1761752
1631197,2023,1761752
1629663,2023,1761752
1629712,2023,268032
1631495,2023,1761752
1631245,2023,547349
1630644,2023,1761752
1641645,2023,1719864
1627885,2023,2413304
1630270,2023,547349
1629623,2023,547349
1627743,2023,92857
1630206,2023,547349
1628424,2023,2066585
1630641,2023,1761752
1630564,2023,547349
1631367,2023,547349
201939,2024,55761217
2544,2024,50434636
201142,2024,51179020
203078,2024,50203930
202331,2024,48787676
202695,2024,48787676
203507,2024,48787676
203081,2024,48787676
203497,2024,43827586
203076,2024,43219440
202710,2024,48798677
1629027,2024,43031940
203897,2024,43031940
1629029,2024,43031940
1627732,2024,40338144
1626167,2024,19928500
201950,2024,39403894
1626157,2024,50050000
1626164,2024,50050000
203954,2024,50652000
203952,2024,26276786
203468,2024,33333333
203999,2024,50274000
1627750,2024,36016200
1627742,2024,36016200
1628983,2024,35859950
1628378,2024,35410310
1629028,2024,34005126
1628369,2024,34848340
1628389,2024,34848340
1628368,2024,34848340
1628991,2024,25257798
101108,2024,30800000
1628973,2024,24960001
201143,2024,9500000
203944,2024,27561600
1628381,2024,26580000
1627763,2024,22500000
1629014,2024,25892857
1626179,2024,24924126
1628969,2024,23300000
1628386,2024,20000000
203932,2024,22841455
203501,2024,16193183
202711,2024,19032850
1628366,2024,21395348
203991,2024,22265280
203095,2024,19000000
43306,2024,17260000
203500,2024,12600000
1628371,2024,17400000
1628384,2024,19928571
203935,2024,19960285
1628401,2024,19571429
1629011,2024,14318182
1629130,2024,19406000
1626181,2024,19241379
1629012,2024,18150000
1628374,2024,18044544
202722,2024,16000000
203994,2024,18125000
1629652,2024,16500000
1628989,2024,16830357
203484,2024,15440185
1628379,2024,14763636
1629627,2024,36180000
1627827,2024,14924167
1628449,2024,10810000
1629630,2024,36180000
1626158,2024,12876780
1631094,2024,12160800
1629628,2024,25794643
1626171,2024,12578286
1630162,2024,17595263
1630595,2024,13940809
200782,2024,11539000
1627826,2024,11743210
1631096,2024,10880640
1629631,2024,21696429
1626204,2024,11205000
1630164,2024,15815870
1629013,2024,11000000
1630224,2024,12483048
1627936,2024,9890000
1628467,2024,11000000
1629636,2024,36180000
2074,2024,9770880
1628464,2024,9522404
1630163,2024,14301633
1630596,2024,11227657
1627780,2024,9130000
203473,2024,2748674
204456,2024,9300000
1631099,2024,8809560
1626172,2024,9000000
1630172,2024,12973527
1630567,2024,10130980
1631093,2024,7977240
1630256,2024,7065217
1630171,2024,11828974
1628998,2024,8120000
1630591,2024,9188385
1631097,2024,7245720
1628997,2024,7126900
1630168,2024,10817490
1630581,2024,8352367
1631101,2024,6614160
201937,2024,6439025
1630165,2024,9942114
1630228,2024,7636307
1626192,2024,9423869
1629639,2024,29000000
1630700,2024,6059520
201580,2024,6007341
1630167,2024,9170460
1630532,2024,7007092
1631110,2024,5570040
1630166,2024,8486619
1630558,2024,6451077
76526,2024,5291160
1630188,2024,5417386
1630533,2024,6133005
1631172,2024,5027040
1630170,2024,8060534
1630547,2024,6064496
1629634,2024,12500000
1631114,2024,4775760
1630169,2024,7992406
1629642,2024,6750000
1631105,2024,4536840
1630537,2024,5893768
1630534,2024,4310280
1629673,2024,30151786
1629640,2024,19000000
1630174,2024,7837251
1630541,2024,5803269
1631109,2024,4094280
1630175,2024,7744600
1630557,2024,5705887
1631100,2024,3889920
1630191,2024,7399731
1629643,2024,7399731
1629599,2024,3938271
1630578,2024,5424654
1631106,2024,3695160
1630197,2024,7073602
77876,2024,15860000
1631207,2024,3510480
1630182,2024,6762016
1631222,2024,3352680
1630544,2024,4908373
1630180,2024,6498258
1631103,2024,3217920
1630539,2024,4693735
1630173,2024,6275861
1631128,2024,3089640
1630552,2024,4510905
1630178,2024,6259588
1628981,2024,2717391
1631117,2024,2965920
1630553,2024,4474291
1629646,2024,2500000
1630192,2024,6235495
1631223,2024,2847240
1630543,2024,4435380
1630699,2024,2733720
1630586,2024,4392515
1631104,2024,2624280
1630528,2024,4346615
1630193,2024,6128004
1629723,2024,6165000
1629656,2024,4296682
1629614,2024,2019699
1631107,2024,2464200
1630202,2024,5959021
1628427,2024,2346606
1630538,2024,4158439
1631212,2024,2413560
1630183,2024,5813084
1630201,2024,5809537
1630560,2024,4041249
1630217,2024,5767625
1630531,2024,4018363
1630549,2024,3989122
1629026,2024,6669000
1629726,2024,2230253
1631119,2024,2019699
1631216,2024,2019699
1630526,2024,1988598
1629655,2024,13394160
1629611,2024,11423077
1629731,2024,6166667
1630198,2024,2164993
1630208,2024,5000000
1630579,2024,2092344
1630573,2024,2092344
1630225,2024,1988598
1630249,2024,1988598
1630550,2024,1988598
1630598,2024,1988598
1630570,2024,1988598
1630227,2024,1988598
1630631,2024,1988598
1631132,2024,2019699
1631121,2024,2019699
202339,2024,1300000
1630692,2024,2092344
1631113,2024,2019699
1630241,2024,2164993
1630702,2024,2019699
1631157,2024,2019699
1631169,2024,2019699
1631133,2024,2019699
203917,2024,702311
1630637,2024,2092344
1629752,2024,576230
1630238,2024,555217
1629712,2024,268032
1641645,2024,2019699
